is_luxury,price,square_footage,num_bathrooms,num_bedrooms,backyard_space,crime_rate,school_rating,age_of_home,distance_to_city_center,employment_rate,property_tax_rate,renovation_quality,local_amenities,transport_access,fireplace,house_color,garage,floors,windows,previous_sale_price
Yes,295324.819,937.66,2.251633596,2,459.2,42.84,5.23,1.24,17.81,90.94,1.78,4.56,4.35,6.73,No,Green,Yes,1,12,253966.7719
Yes,838769.975,1412.67,3.048185504,6,441.82,37.05,10,4.59,0.98,94.19,0.91,10,9.92,9.5,No,Red,Yes,1,32,807504.6129
Yes,391586.6612,1010.84,2.452177363,4,643.57,30.64,7.51,73.02,7.96,88.69,1.02,6.85,8.56,5.6,No,Yellow,Yes,2,20,481565.8687
Yes,333524.6641,864.12,1.834820682,3,306.02,51.99,4.42,34.27,21.52,91.31,1.63,6.06,5.04,4.29,No,Red,Yes,1,14,266136.7494
Yes,445799.2446,1648.71,3.334430366,2,817.04,50.29,7.05,13.37,10.32,84.28,1.79,8.17,2.34,5.59,No,White,No,2,46,313643.8912
Yes,469711.9726,727.21,2.159527648,5,909.97,55.57,5.66,26.54,23.48,87.87,1.94,5.95,0.5,6.04,No,Red,No,1,8,431243.6665
Yes,409778.0401,1545.27,1.025032678,4,456.73,35.74,6.53,34.96,39.69,99.9,1.22,3.96,1.12,1.03,No,Blue,No,1,12,378949.6684
Yes,345417.8795,919.65,2.077995301,3,1094.1,13.4,9.71,45.01,1.36,95.92,1.07,10,1.78,7.31,No,White,Yes,1,15,280670.5217
Yes,318018.4118,1029.83,1.623794737,4,393.99,49.11,7.09,46.67,17.87,92.3,1.18,3.85,6.94,7.21,Yes,Yellow,No,1,8,478800.6474
Yes,286534.2868,1562.16,2.027277539,4,732.51,29.29,6.14,92.86,12.84,92.6,0.98,6.21,8.66,6.28,No,Green,No,2,31,592476.0572
Yes,327410.5192,1051.52,2.63858427,3,282.39,50.93,9.56,97.33,30.19,93.01,2.46,4.24,10,6.64,No,White,No,1,17,395432.9156
Yes,395125.7018,1230.69,1.099097782,4,311.8,43.25,6.06,117.42,5.49,99.9,2.74,9.34,7.12,8.35,No,Green,Yes,1,10,332910.0212
Yes,446524.2008,550,4.155280157,3,720.12,35.58,10,15.37,9.66,90.3,1.26,4.9,10,6.24,No,Blue,Yes,1,9,341530.2789
Yes,284206.287,1685.09,2.355523261,3,865.25,47.63,10,37.5,19.54,99.04,0.57,9.11,5.79,3.51,No,White,No,1,15,294913.7048
Yes,337587.7422,933.75,2.205155307,4,918.93,33.12,10,50.43,5.23,94.39,1.58,7.11,8.33,6.48,No,Red,No,1,19,322777.4682
Yes,288943.0812,1004.55,1.952284952,3,82.68,4.07,8.66,18.75,21.64,97.75,0.19,4.71,7.22,5.63,No,Blue,No,1,4,298558.1423
Yes,283082.2691,1655.22,1.327135097,3,564.2,48.38,10,43.84,7.99,99,0.46,7.5,5.84,8.25,No,White,Yes,1,8,354848.5364
Yes,330587.3834,1792.82,4.168764411,3,888.46,58.87,6.8,54.53,11.97,98.96,1.42,7,2.31,4.84,No,Yellow,No,1,21,472433.1429
Yes,479105.0217,1074.5,2.701830971,3,230.39,45.71,8.75,30.13,34.37,95.74,1.41,6.32,8.37,5.9,No,Blue,Yes,1,8,415802.3512
Yes,703875.7556,1572.82,1.556185085,4,447.27,45.01,8.91,59.58,12.41,99.9,1.42,7.06,2.06,6.69,No,Green,No,1,3,450274.1817
Yes,365322.3062,1366.27,1.296475459,3,43.72,46.69,5.89,28.66,17.51,94.01,2.12,4.3,4.26,4.78,No,Green,Yes,1,9,418035.8591
Yes,501703.1151,1313.64,3.112871035,3,761.28,26.27,10,19.15,8.72,96.97,1.35,5.6,10,10,Yes,Yellow,No,1,17,460623.2989
Yes,624890.7904,1636.28,2.548366988,3,964.29,24.94,10,11.8,16.8,95.6,0.95,7.65,6.69,8.65,No,Green,Yes,1,18,435916.3472
Yes,575487.0117,2136.41,1.405469204,2,11.28,22.41,7.91,41.67,16.51,93.31,1.1,6.13,5.44,8.17,No,Red,No,1,22,398066.5024
Yes,352118.863,1689.64,3.5324845,2,417.65,14.38,8.21,79.72,33.86,99.77,0.77,6.98,7.91,6.17,Yes,Yellow,No,1,14,364517.3556
Yes,400906.5969,1138.68,2.520716266,4,491.93,73.34,6.65,33.91,12.12,91.81,1.74,8.14,7.82,5.69,No,Green,Yes,1,14,729674.8945
Yes,294184.9964,754.89,3.388984748,3,552.49,14.42,6.71,49.98,27.06,97.77,1.37,5.2,3.99,4.7,No,Blue,Yes,1,17,354025.0532
Yes,458131.6722,550,3.1391021120000002,5,1208.95,21.54,10,39.81,0.17,99.8,0.82,6.64,8.39,8.38,No,White,Yes,2,21,502736.146
Yes,547121.0113,550,3.171804811,5,862.8,28.86,8.73,68.23,1.65,92.26,1.77,6.83,9.44,5.73,No,White,No,1,28,408307.0565
Yes,753468.7968,2122.29,2.82345363,5,509.52,24.01,10,24.74,3.67,90.29,0.97,6.79,3.32,6.23,No,Green,No,1,17,1034472.998
Yes,538054.4792,1297.73,2.686407725,3,169.06,34.86,7.1,87.08,19.98,94.78,1.14,5.19,4.63,7.37,No,Yellow,Yes,1,23,380363.8356
Yes,380782.1881,1523.56,2.842304337,3,665.9,39.7,8.34,68.25,12.31,90.79,0.66,5.17,7.77,5.46,No,Red,Yes,1,18,463829.3102
Yes,328992.1202,1339.34,1.392536058,5,508.8,41.49,8.1,5.21,18.88,99.9,0.59,4.15,8.69,4.71,No,Green,No,1,10,754693.8442
Yes,933485.5561,1674.82,4.308481023,6,1220.86,4.65,10,40.42,32.63,88.34,0.48,9.63,9.53,10,No,Yellow,No,1,12,1062247.371
Yes,341988.3309,1134.91,5.76785894,3,153.37,8.77,8.62,8.26,10.22,92.24,1.92,5.12,5.04,5.33,Yes,White,Yes,1,7,597664.8735
Yes,525491.7565,1807.96,5.626172268,3,607.57,24.95,8.04,8.13,15.86,90.95,0.92,10,7.31,7.31,No,Yellow,Yes,1,15,609985.8316
Yes,407702.4333,1175.26,1.990264071,3,60.38,6.64,7.85,8.5,4.04,99.9,1.66,5.4,10,9.11,Yes,Green,No,1,24,466201.2045
Yes,425810.8387,1559.56,3.161562987,3,215.68,37.91,8.21,51.96,9.27,90.21,0.54,7.33,9.66,8.06,No,Red,No,1,7,492878.5159
Yes,340049.7139,550,3.865774015,3,171.28,35.73,9.13,0.36,9.93,98.57,0.99,6.35,8.87,7.53,No,White,Yes,1,15,222675.2737
Yes,342147.8498,1068.98,1.635718688,3,220.82,42.13,9.73,50.32,2.91,92.69,1.07,3.24,0.69,2.51,No,White,No,1,15,314198.2434
Yes,762685.9792,1328.23,2.127279847,4,782.75,20.34,7.75,23.34,11.2,89.14,1.7,5.43,4.31,9.02,No,Blue,No,1,20,707527.637
Yes,497520.4481,1804.67,2.444678393,4,45.76,37.4,6.2,47.95,9.73,95.39,0.66,4.2,2.88,5.98,No,Red,No,1,8,588325.9129
Yes,478380.1245,1220.62,3.1857655,2,634.88,55.9,6.39,70.15,1.98,91.75,1.62,4.31,10,10,Yes,Red,No,1,10,494261.7138
Yes,312374.5689,1295,1,2,369.44,42.76,5.88,1.49,40.38,93.77,0.73,6.16,4.4,5.71,No,White,No,1,18,259833.0117
Yes,421138.8424,1565.15,1.305385101,4,647.98,25.19,9.61,43.21,14.96,95.46,1.41,7.24,8.93,8.78,No,Red,No,1,27,292968.0462
Yes,311996.9285,791.8,2.972111687,3,388.11,39.59,6.41,49.64,32.9,95.1,1.24,4.91,10,10,No,Blue,No,1,15,224099.3285
Yes,346232.2238,1578.44,2.716587371,2,331.71,22.33,9.38,13.24,14.24,98.64,0.99,5.38,3.04,5.43,No,Blue,Yes,1,23,426162.4888
Yes,377300.6063,1100.96,2.456372441,3,627.73,55.11,6.96,53.72,21.15,95.06,1.43,5.67,5.98,6.47,Yes,White,Yes,1,11,331243.5628
Yes,335653.1603,783.91,2.191164991,4,515.91,41.84,6.85,74.19,19.26,93.42,1.63,6.53,5.65,8.57,Yes,Green,No,1,9,276269.4927
Yes,409528.0416,1140.2,2.276009307,3,441.71,33.81,5.78,40.89,3.4,88.79,2.01,2.72,5.79,5.9,Yes,Blue,No,1,11,247131.6911
Yes,506058.193,701.55,3.072413326,4,1113.83,43.68,9.02,11.83,3.95,98.21,1.28,4.7,3.89,5.66,Yes,Red,No,1,15,389339.7582
Yes,439868.0525,1080.01,2.854196143,4,829.61,30.08,9.62,85.81,16.2,96.61,1.54,4,2.97,7.01,Yes,Yellow,No,1,18,296080.8125
Yes,351693.9419,1670.63,1.52994186,2,313.01,40.71,7,3.01,3.86,92.99,1.46,5.58,1.75,4.85,Yes,Yellow,Yes,1,13,251452.2868
Yes,288091.6363,1179.79,3.019621118,2,348.42,19.98,9.29,57.55,0.71,92.63,0.93,6.95,3.44,5.61,Yes,Blue,Yes,1,9,217238.0406
Yes,551289.4411,550,3.001186336,5,273.64,46.48,4.26,11.47,24.61,86.66,1.92,3.55,4.76,6.14,Yes,Red,No,1,24,948662.6347
Yes,293437.225,550,3.069364801,5,852.7,42,7.13,30.05,6.89,95.44,1.51,6.85,9.27,6.82,No,White,No,1,17,222787.3257
Yes,650855.1678,1628.72,3.255861617,4,462.37,45.91,7.86,19.92,0.75,99.9,0.63,8.58,4.2,4.66,No,Yellow,No,1,9,544429.877
Yes,557363.1589,1622.41,1.879941563,4,949.82,18.6,9.05,7.95,4.08,97.71,1.21,7.1,9.17,8.2,No,Red,Yes,1,6,580959.1933
Yes,423641.3572,690.37,4.486009639,2,694.65,10.43,8.7,36.69,6.95,97.07,1.3,8.93,10,7.41,Yes,Red,Yes,2,41,457590.9517
Yes,375822.6095,1204.28,1.678884275,3,327.57,40.12,8.32,49.44,39.04,91.22,1.05,3.32,4.06,5.27,No,White,No,1,5,222074.0688
Yes,435343.9722,550,1,2,323.78,23.33,4.52,98.04,48.26,89.85,1.79,1.07,1.29,3.94,No,Green,Yes,1,2,424867.6733
Yes,568686.5643,1258.98,2.013493145,3,408.25,11.81,6.87,134.89,22.47,95.75,1.18,5.01,8.53,6.44,No,Red,Yes,1,2,382632.6063
Yes,625032.5031,2579.34,2.498838979,2,641.52,21.74,6.54,1.43,7.87,86.48,1.28,5.91,10,6.93,No,Red,No,1,6,644092.313
Yes,348766.8704,1607.44,2.1145727,3,540.91,30.53,9.27,29.46,15.68,85.86,1.81,6.26,8.72,5.4,No,White,No,1,8,287814.3438
Yes,436973.091,1042.11,1.182183299,4,378.48,53.36,6.44,36.26,15.08,94.14,1.73,7.17,6.55,6.42,No,Red,Yes,1,15,265844.5453
Yes,540757.4699,1984.35,3.240217644,4,386.43,65.69,6.17,19.22,1.45,92.24,1.09,4.08,10,7.28,No,Red,No,1,11,872239.6942
Yes,300827.0014,550,4.14690625,4,343.24,52.21,9.26,7.92,11.55,90.03,1.2,8.75,6.16,8.86,Yes,Blue,Yes,1,14,522543.267
Yes,459045.6798,550,4.15388497,4,237.86,26.34,6.93,97.71,6.32,97.57,1.91,6.86,5.67,4.89,No,Green,Yes,1,18,494286.8668
Yes,728981.4251,1484.11,3.959221319,5,669.33,3.52,10,14.49,10.44,99.9,1.43,8.82,6.28,8.09,No,Yellow,No,1,14,995203.6869
Yes,376483.678,645.07,2.012936551,3,910.19,15.49,8.49,20.42,25.89,93.21,1.16,7.87,9.51,6.12,No,Yellow,No,1,4,314845.9394
Yes,417684.3441,993.33,2.550064646,4,16.87,13.15,7.26,18.18,3.19,93.59,1.15,3.9,5.95,3.41,No,Green,No,1,13,377298.0136
Yes,331432.4774,1361.08,3.033505302,3,932.45,46.14,5.68,116.42,20.88,84.7,2.04,7.45,2.72,3.16,Yes,Red,No,1,11,435374.5837
Yes,514204.7866,1167.07,1.677867208,3,284.86,52.42,5.33,37.93,24.67,99.08,1.93,7.3,3.76,6.05,No,Green,Yes,1,17,333158.1769
Yes,283015.6816,1406.82,1.100280242,2,409.31,22.98,7.64,53.6,28.52,94.09,1.15,8.24,10,8.99,No,Green,No,1,14,214125.9751
Yes,290146.0416,550,2.514754064,4,723.09,24.33,5.07,32.95,5.84,86.76,1.73,4.13,3.29,2.2,No,Red,No,2,26,269262.4549
Yes,438008.3095,1194.4,1.880675455,4,145.74,25.85,6.52,106.45,2.8,96.07,1.95,6.75,8.26,8.41,No,Yellow,No,2,23,268462.3843
Yes,550806.2523,1156.86,3.534017948,4,299.83,15.05,10,12.72,6.58,99.9,0.69,7.11,9.43,7.13,No,Yellow,Yes,2,41,457005.2394
Yes,343116.7513,1999.89,2.019267113,3,597.96,47.36,5.54,6.92,3.84,99.9,1.26,6.19,7.04,5.9,Yes,Blue,No,1,13,663765.2402
Yes,608847.1727,1511.53,2.936296638,3,418.15,6.65,7.44,9.27,1.14,86.91,1.7,6.42,3.81,2.76,Yes,Red,Yes,1,9,411975.0679
Yes,452951.1228,1652.17,1.553066695,3,407.83,35.62,7.29,3.66,8.38,85.21,0.99,4.64,10,10,Yes,Green,Yes,1,13,253389.9044
Yes,317332.7509,1928.59,1,3,899.59,7.19,4.98,8.75,18.75,90.69,1.58,7.38,7.71,8.08,Yes,Blue,No,1,7,405213.1628
Yes,385144.7233,1002.76,2.721628034,3,515.12,26.26,10,20.57,15.27,89.4,2.19,6.31,7.26,6.57,No,Yellow,No,1,12,384197.7977
Yes,558102.6445,1620.23,1.444896408,4,538.85,27.93,8.88,64.65,1.77,94.07,0.49,4.59,6.89,4.05,No,Blue,No,1,14,410892.2882
Yes,352999.1133,1690.71,1.41937503,4,398.24,30.13,8.88,23.99,9.86,97.98,2.05,6.04,6.39,4.41,No,Yellow,No,1,20,626475.2233
Yes,486386.3734,1488.2,4.475944717,4,472.2,18.47,8.47,20.06,1.14,96.41,1.22,7.47,8.07,7.43,No,Yellow,No,1,14,499072.7308
Yes,341070.0465,949.96,2.059087559,4,518.32,52.36,9.39,109.12,16.24,99.84,1.33,1.83,5.3,4.32,No,Green,Yes,2,22,172576.8664
Yes,489893.8798,956.16,2.898503602,4,87.49,55.86,6.74,13.63,0.79,86.95,1.66,5.6,7.25,6.14,No,Blue,Yes,1,16,524110.9902
Yes,316806.0808,1170.65,1.3965499,4,284.49,20.75,7.24,51.77,13.14,90.62,0.88,5.89,5.97,6.25,No,Red,Yes,1,17,345478.1975
Yes,504297.1783,1230.72,3.707905296,3,703.85,16.19,9.63,31,3.11,88.93,0.37,7.08,6.48,5.68,No,Blue,No,1,15,571879.3969
Yes,295696.8424,982.14,3.445949333,5,719.34,29.47,9.53,55.67,4.06,98.37,0.58,6.22,4.51,3.83,Yes,Yellow,No,1,26,533245.7382
Yes,312625.3158,689.64,3.009721242,3,459.57,34.24,6.28,15.41,5.49,94.29,1.28,4.95,7.23,4.35,Yes,Green,Yes,1,14,298325.0741
Yes,498747.2237,1836.01,1,3,835.51,20.7,5.76,121.29,18.43,99.5,2.05,8.08,4.5,6.67,No,Blue,No,2,42,392822.0741
Yes,415436.8385,1557.12,3.461911975,3,676.26,43.55,5.71,17.71,10.06,87.92,1.19,3.61,8.56,7.72,Yes,Red,No,1,15,438749.0163
Yes,314818.9064,550,2.933060239,4,398.49,34.93,5.28,27.68,6.82,98.57,1.43,3.81,4.44,9.08,Yes,Blue,Yes,1,17,209640.9511
Yes,502763.8162,1027.62,2.214646469,5,320.24,51.83,6.56,51.96,11.06,97.35,2.38,3.34,0.64,7.16,No,Yellow,No,1,-3,648965.4235
Yes,329972.2498,1406.02,2.28761671,2,401.06,54.95,6.71,10.78,43.94,92.81,1.72,5.51,7.75,7.31,Yes,Blue,No,1,21,389236.7455
Yes,327448.2674,888.96,1.564265028,5,638,1.9,6.99,49.55,16.76,99.42,2.08,5.97,10,10,Yes,Yellow,Yes,1,10,376093.7211
Yes,498994.077,1178.45,2.739203991,3,337.13,21.04,8.92,26.37,10.26,99.27,1.51,5.97,3.43,7.87,No,Green,Yes,1,17,612403.0856
Yes,524579.4399,1487.08,3.851661651,4,495.59,20.1,8.54,52.8,22.16,99.9,1.73,2.97,10,7.4,Yes,Red,No,2,24,486878.7037
Yes,347345.675,1987.99,3.198804296,4,485.32,25.71,10,95.58,17.99,90.86,0.67,8.1,8.59,5.55,No,Blue,No,1,15,660883.3092
Yes,452987.9875,1581.56,3.154247646,4,622.55,17.49,10,81.08,29.35,92.82,1.52,6.51,6.61,5.58,No,Red,No,1,13,454651.2623
Yes,296317.4918,804.42,1.731522354,3,66.63,48.71,8.31,32.33,14.28,97.59,1.15,6.19,8.29,5.06,No,Green,No,1,9,283569.1904
Yes,355056.4582,550,1,2,474.12,60.17,3.21,104.94,7.05,93.15,1.71,1.35,2.28,0.76,Yes,White,No,1,20,232659.8746
Yes,414459.5702,1998.75,1.730038775,4,783.16,49.96,9.87,17.16,12.23,95.53,0.73,6.36,4.75,5.3,No,Yellow,No,1,12,341506.1039
Yes,391602.5135,675.22,3.688655116,3,203.03,5.55,7.34,3.34,15.29,88.86,2.06,4.65,4.79,8.56,No,Blue,No,1,9,529115.9739
Yes,402121.6345,550,3.385409336,3,991.53,37.67,6.7,30.34,6.31,98.44,1.07,5.73,3.47,8.15,No,Green,Yes,1,12,251219.8441
Yes,468472.1179,1066.98,2.775689323,3,697.27,29.02,8.43,84.13,32,99.9,2.18,7.17,5.57,3.94,Yes,Blue,No,1,13,425286.072
Yes,313223.53,550,2.247559841,4,329.7,33.45,8.92,32.06,9.25,97.2,1.76,1.14,1.58,3.02,No,Blue,No,1,21,240185.9457
Yes,571347.0956,981.2,2.840765761,5,737.05,51.73,10,51.92,11.81,90.44,1.76,6.77,8.37,7.18,No,White,Yes,1,10,960733.4222
Yes,314192.7979,608.48,1,3,49.89,49.6,3.78,46.42,11.72,90.44,1.47,3.21,1.43,5.77,Yes,White,Yes,1,13,159376.319
Yes,297768.4233,1625.17,3.177879714,2,930.29,12.48,10,21.54,18.3,92.79,1.48,3.93,3.56,7.1,No,Red,No,1,17,349851.0263
Yes,299223.8467,1457.95,3.608950566,1,354.82,43.05,4.2,8.84,11.68,86.92,1.15,4.17,10,8.84,No,White,No,1,7,264830.6692
Yes,329136.4279,999.38,1.837413502,3,502.84,0.89,4.54,54.68,10.27,92.1,1.65,3.66,8.29,5.31,No,Yellow,No,1,26,293092.5038
Yes,374962.6393,1321.69,3.067127303,4,453.1,3.26,8.75,25.95,6.75,99.9,1.04,6.73,5.61,3.83,Yes,White,Yes,1,10,460344.4671
Yes,494321.5561,1301.59,4.305101929,3,881.71,19.98,8.29,64.23,13.06,99.41,1.59,6.44,10,5.87,Yes,Green,No,1,15,466886.2488
Yes,548590.0138,708.08,3.530110112,4,137.97,43.05,6.8,18.24,4.28,86.32,1.38,7.62,7.56,6.41,No,Yellow,Yes,1,10,447525.0981
Yes,303962.8866,1113.69,1.641683486,3,4.58,30.4,8.15,33.55,24.88,99.9,1.33,5.29,7.73,5.27,No,White,No,1,19,329354.5238
Yes,365094.6323,550,2.806568154,2,938.59,32.45,7.9,14.3,15.94,98.03,0.58,5.75,8.38,7.18,No,Green,No,1,14,237288.4588
Yes,428629.7674,1672.6,2.254354233,3,744.28,11.36,9.14,45.94,20.19,87.49,1.23,7.37,1.08,5.36,No,White,No,1,16,588116.9171
Yes,364630.6228,734.98,2.791589181,4,757.53,24.24,5.29,33.47,10.43,92.73,0.73,5.59,5,4.25,No,Blue,Yes,2,29,357857.4505
Yes,297187.7938,1178.14,2.631380814,3,408.17,64.52,5.68,29.01,22.72,88.16,1.12,4.58,9.78,10,Yes,Red,No,1,19,218103.8605
Yes,547799.3138,1639.48,2.152496256,3,347.81,29.9,10,6.69,3.95,95.04,1.63,6.88,4.04,4.34,No,White,No,1,10,452424.4524
Yes,317864.72,1467.32,1.166838317,3,556.03,11.02,7.79,49.6,19.82,94.79,1.55,5.6,1.98,4.68,No,Red,No,2,39,505096.9148
Yes,360219.5148,1056.76,2.192963573,4,420.14,38.95,5.3,25.63,12.3,90.44,1.96,3.86,6.98,6.64,No,Red,No,1,13,292515.0764
Yes,321147.6717,862.05,1.303045059,4,869.53,39.39,8.65,29.08,24.69,96.17,1.58,3.04,5.92,6.91,Yes,Yellow,No,1,13,212183.1759
Yes,284069.3386,927.64,2.113896922,3,339.42,39.61,7.89,7.24,3.39,98.52,0.67,1.86,6.41,7.29,No,White,No,1,6,320678.213
Yes,559482.5761,1095.74,4.360224712,4,493.76,70.56,8.79,83.88,1.84,99.9,2.07,9.88,8.56,5.19,Yes,Red,Yes,1,5,543190.5624
Yes,320559.6601,583.7,3.028919678,4,260.14,8.83,10,55.97,23.17,98.66,1.78,4.73,1.63,8.37,Yes,Green,Yes,1,14,263632.0554
Yes,336701.9686,2063.7,2.505643193,3,686.76,81.49,3.7,83.97,46.16,89.97,2.18,5.46,3.83,6.5,No,White,Yes,1,14,529380.1624
Yes,322441.2591,1112.35,1.785874314,5,90.84,47.89,4.76,71.92,20.59,94.69,2.26,3.91,2.53,6.09,No,Green,No,2,42,408403.8883
Yes,1046675.64,2031.17,4.016232056,5,351.68,17.64,10,59.23,19.47,98.26,0.7,9.63,4.75,4.95,No,Blue,Yes,1,7,752047.8367
Yes,404266.6567,1965.06,2.599412995,4,438.83,14.38,6.81,120.75,3.47,93.05,1.69,4.47,5.78,7.38,Yes,White,Yes,1,11,524467.4484
Yes,301173.9556,638.38,1.465766762,4,710.83,46.29,10,101.86,1.33,95.93,1.59,8.61,6.79,6.33,Yes,Blue,Yes,1,21,262166.6519
Yes,422776.1832,1798.99,1.508958267,2,743.83,36.45,5.38,14.89,2.53,98.09,1.16,2.83,5.02,4.18,No,Yellow,No,2,34,267534.5034
Yes,288566.7654,1403.27,1.07740458,1,97.43,8.96,5.9,8.67,11.59,88.55,1.38,5.75,6.47,5.34,Yes,White,Yes,1,15,141295.1188
Yes,361413.9078,695.55,2.751710191,3,390.79,17.03,8.66,12.09,8.44,88.05,2.15,9.26,5.19,8.68,No,Blue,No,1,21,337599.7862
Yes,470273.5243,1438.56,2.755736285,3,516.27,27.02,10,102.49,22.85,92.65,1.51,7.52,5.34,4.71,No,White,No,1,12,683446.9625
Yes,503886.0701,1543.04,2.653736989,3,602.32,56.85,5.71,57.33,2.73,96.23,1.9,8.17,6.3,8.33,Yes,Red,No,1,7,636907.7521
Yes,316067.8247,550,1.716016249,4,278.61,64.42,5.56,8.98,21.31,91.79,2.57,4.5,9.23,6.33,No,Green,No,1,11,187980.6778
Yes,471552.2626,1713.51,2.044340565,3,609.06,74.91,8.88,39.23,33.62,97.46,1.72,7.36,5.01,6.54,No,Blue,Yes,1,7,479096.8381
Yes,300946.7406,605.16,2.710572925,2,105.74,28.95,4.91,29.46,21.95,85.67,1.13,3.82,2.03,4.9,No,Green,Yes,1,18,232039.8008
Yes,330437.4705,606.62,2.134582705,3,547.12,2.16,5.58,23.86,1.3,85.3,2.17,1.82,2.67,4.37,No,White,No,1,12,293734.9646
Yes,307431.951,2041.61,1.572120209,3,831.25,50.41,10,55.21,2.53,99.9,1.4,8.78,1.1,2.74,Yes,Yellow,No,1,15,356521.9718
Yes,347354.1662,907.53,1,4,179.96,11.45,2.2,30.71,43.65,93.41,1.16,3.76,4.73,7.83,No,White,No,1,18,312866.7114
Yes,863863.8828,1564.82,4.047821104,3,589.2,40.21,8.81,39.67,15.11,98.95,1.72,7.96,5.94,7.61,Yes,Red,No,1,7,932061.4317
Yes,281200.9996,1165.91,2.317669367,3,421.65,2.2,6.9,69.4,37.51,96.08,1.49,2.53,3.17,4.59,No,Green,Yes,1,20,352907.8768
Yes,659066.9023,1651.19,4.935079194,5,495.88,5.83,8.37,17.33,15.76,99.9,1.17,8.63,4.43,5.4,No,Yellow,No,1,19,1142998.795
Yes,415007.0335,696.81,1.427269031,4,743.16,54.19,5.77,41.2,1.89,93.05,2.19,4.83,0.33,5.16,Yes,Red,No,1,11,258473.8427
Yes,578321.3378,2129.37,2.56223305,2,686.11,20.33,7.8,48.01,17.55,96.41,1.3,6.5,4.05,6.02,No,Yellow,No,1,11,349484.5501
Yes,377699.5036,1929.33,1.394195228,4,647.55,59.68,9.81,24.92,25.89,98.35,1.04,5.29,8.39,6.99,No,Red,No,1,16,681394.5093
Yes,810959.0851,2076.37,3.244473908,4,14.98,27.11,7.4,67.45,1.32,92.52,0.62,7.4,7.34,6.74,No,Yellow,No,1,20,634823.5457
Yes,326653.7474,1317.76,4.223915819,4,929.56,48.61,8.49,47.21,7.88,98.38,1.96,7.25,9.23,6.8,No,Green,No,1,8,526715.4522
Yes,312785.3969,1186.79,1.418717367,1,369.28,12.74,7.92,83.62,9.18,97.92,1.7,5.94,9.85,6.06,No,Blue,Yes,1,11,185083.2125
Yes,362656.4323,1173.3,1.969105859,4,251.69,7.44,10,36.68,8.96,99.9,1.04,7.64,7.44,6.55,No,Green,No,2,28,360866.5817
Yes,372049.4141,2336.4,1,3,57.32,32.48,9.94,41.32,8.27,94.81,1.66,8.65,8.53,9.1,Yes,Red,Yes,1,14,394315.6397
Yes,369719.7828,836.53,1.347585348,4,668.59,27.08,10,39,9.35,96.55,1.33,5.47,9.04,6.64,No,Blue,No,1,7,297374.3092
Yes,477409.4396,1659,2.468804774,4,329.73,13.69,8.55,58.54,12.87,87.3,2.2,7.14,8.4,7.24,No,White,Yes,1,11,586801.0909
Yes,305972.3126,1044.76,1.349726506,3,394.2,15.61,4.38,47.25,26.91,96.11,1.91,4.38,4.08,8.42,No,Yellow,No,1,23,177123.8107
Yes,451307.7722,1910.04,1.797835987,3,498.54,8.05,7.69,70.08,8.91,87.76,2.5,5.51,1.76,6.37,No,Blue,No,1,19,538517.9078
Yes,476783.0867,1122.12,4.491282525,4,799.18,27.9,6.13,51.51,0.87,99.33,1.02,7.24,4.58,5.71,No,White,No,2,40,458225.9675
Yes,354268.4129,1816.71,2.164629747,2,372.31,45.29,8.26,44.46,25.93,99.9,1.39,4.61,8.16,6.93,No,Yellow,No,1,7,249311.9329
Yes,319705.9149,755,1.925562331,4,807.85,7.79,8.01,28.54,13.8,86.16,0.76,4.49,5.5,5.95,Yes,Green,No,1,17,256993.8289
Yes,322956.9633,1176.95,1.900141211,4,139.33,34.12,6.77,56.68,2.56,96.15,1.51,5.86,6.06,2.76,No,Red,Yes,1,20,369900.5263
Yes,727626.7059,1432.2,2.695580743,4,981.5,33.01,6.95,35.44,5.12,93.41,1.75,7.66,5.44,8.98,No,Green,No,1,10,637977.8086
Yes,322815.7941,1055.34,1.810957857,3,671.96,24.08,6.08,79.67,25.55,95.6,1.72,2.85,8.8,8.22,No,Green,Yes,1,10,244375.9703
Yes,459398.3591,550,3.069112702,3,575.86,19.36,7.51,34.74,1.94,95.16,1.86,4,5.02,6.47,No,Red,No,2,25,378468.1718
Yes,448351.6474,1923.15,2.640426861,3,379.09,33.33,6.83,74.08,27.51,88.68,2.21,4.93,9.03,6.72,No,Blue,No,2,39,332761.3761
Yes,479551.9932,1191.96,4.44434622,2,583.2,36.95,6.55,60.19,2,90.53,1.92,5.03,6.45,7.15,No,White,No,2,6,367222.3174
Yes,306055.4089,754.45,3.886184375,4,560.88,19.12,6.5,1.35,16.27,85.21,1.62,4.85,4.14,4.91,No,Blue,No,1,20,536407.88
Yes,321069.5453,1351.18,1.964289987,3,477.29,15.57,10,38.05,16.75,88.04,1.69,5.25,9.82,4.86,No,Blue,No,1,7,205071.8985
Yes,294738.4393,786.1,2.063828338,3,708.91,45.49,6.83,28.69,10.89,99.9,1.23,6.65,5.89,8.34,Yes,Red,No,1,10,178601.9997
Yes,320987.044,944.88,1.686311677,3,766.44,34.71,6.57,48.98,6.17,97.97,1.39,3.94,2.46,4.27,No,Green,No,2,12,413379.8532
Yes,455583.0637,1257.36,3.417185747,4,563.09,29.4,7.66,0.43,36.69,96.26,1.74,7.32,10,6.44,Yes,Green,No,1,13,573530.0596
